0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-2.38,-1.63,-0.75,-1,0,0.5,0,0,1,-0.12,-2.38,-0.12,0.88,-0.12,1.12,-9.38,-0.63,0.75,-1,-1.37,1.5,1.12,-0.75,0,0.5,0.25,0.63,0.12,-1.88,-0.88,-1,-4.38,-10.5,-4.38,6.88,-5.88,0.885316962
-2.5,-1.63,-0.75,-1,0.12,0.5,-0.12,0,1.12,-0.12,-1.37,-0.37,1.25,0.12,0.88,5.63,-0.5,0.75,-1,-1.12,1.5,0.75,-1,0,0.5,0.37,0.37,-0.25,-1.63,-0.88,-1,-7.88,-14.38,27.25,5.38,-10.25,0.844200788
-2.38,-2.13,-0.75,-1.12,0,0.37,-0.12,0.25,1.12,-0.37,-2,-0.12,1.25,0.25,1,5,-0.37,0.88,-1.12,-0.88,1.12,0.5,-0.63,-0.37,0.5,0.88,0.25,-0.5,-1.37,-0.88,-1,-20.87,-3.38,36.88,-0.63,-10.88,0.801962439
-2.5,-1.75,-0.63,-1,0.25,0.5,-0.12,0.12,1.12,-0.37,-2.38,-0.12,-0.12,0.25,1,1.25,-0.37,0.88,-1.12,-0.88,1,0.12,-0.5,-0.12,0.88,0.88,-0.12,-0.37,-1.12,-0.75,-0.88,-10,7,6.5,0.25,-9.25,0.762194301
-2.38,-1.63,-0.75,-1.12,0.12,0.5,0,0.12,0.88,-0.37,-2.5,-0.12,0.5,0.5,0.75,4.13,-0.12,0.88,-0.63,-1,0.88,0.75,-0.37,-0.12,1.12,0.37,-0.5,-0.12,-1.25,-0.88,-0.63,-3.75,25.75,-2.5,1.5,-5.63,0.727520494
-2.38,-1.5,-0.88,-1,0.12,0.5,0,0.12,0.88,-0.37,-2.5,-0.25,1.12,0.12,0.37,-0.37,-0.25,0.88,-0.5,-1.12,0.5,0.63,-0.37,-0.25,1,0.25,-0.75,-0.12,-1.37,-0.75,-0.88,1.12,5.63,-10.5,-10.5,4.63,0.69970604
-2.38,-1.12,-0.75,-1,0,0.5,0,0.12,0.63,-0.25,-2.38,-0.37,1.37,0.12,0.75,0.12,-0.5,0.88,-0.5,-1.37,0.75,0.88,-0.5,0,0.88,0,-0.25,0,-1.25,-0.5,-0.75,26.62,5.63,-0.5,-5.5,2.88,0.680309187
-2.38,-1.12,-0.75,-1,0.12,0.75,-0.12,0,0.88,-0.25,-2.5,-0.37,2.5,-0.12,0.75,0.25,-0.37,1.25,-1,-1.5,1,0.75,-0.5,0.37,0.88,-0.12,0.12,-0.12,-1.25,-0.37,-1,10.25,0.37,-15.5,-4.5,-15.88,0.670021747
-2.38,-0.5,-0.75,-1.12,0.12,0.5,0,0,1,-0.25,-2.5,-0.25,2.88,0,0.88,0.25,-0.5,1.12,-1.25,-1.63,1.12,0.75,-0.63,0.5,0.25,0.12,0.25,-0.12,-1.25,-0.5,-1.12,6.63,-10.75,-14.88,-2.88,-15.88,0.668585411
-2.5,-1.75,-0.75,-1.25,0.37,0.5,-0.12,0.12,0.88,-0.37,-2.75,-0.37,2.38,0,0.75,-0.12,0,1,-1.12,-1.25,1.12,0.5,0,0.25,0.12,0.37,0,0,-0.63,-0.63,-1,0.12,-10.38,-15.38,-21.5,-8.38,0.675492092
-2.38,-1.75,-0.75,-1,0.37,0.75,-0.12,0,1,-0.37,-2.63,0,3.25,0.12,0.75,-0.25,0,1,-1.37,-1.12,1.12,0.75,0.25,0.12,0,0.37,0,0.12,-0.88,-0.75,-1.12,-10.88,0.88,-5.5,-20.5,7.25,0.689397463
-2.5,-1.75,-0.88,-1.12,0.25,0.5,-0.25,0,0.88,-0.37,-2.25,0.12,0.37,0.25,0.88,-1.37,0,0.75,-1.25,-1.12,0.88,0.88,-0.12,-0.12,0.5,0.37,0,0.37,-1,-0.88,-1,-10.25,0.25,-25.87,-14.63,13,0.709168452
-2.5,-1.63,-0.75,-0.88,0.25,0.5,-0.12,0,1,-0.12,-2.5,0,0.5,0.12,0.88,-5.13,-0.12,0.63,-1.12,-1,1,1.37,-0.25,-0.63,0.63,0.37,0,0.37,-1.12,-1.12,-1,-9.25,1,-36.5,-4.75,20.37,0.733178384
-2.38,-1.5,-0.88,-1,0.25,0,-0.12,0.12,1,-0.12,-2.25,0,0.63,-0.12,0.75,-3.5,-0.37,0.5,-1,-1.25,0.75,1,-0.25,-0.75,0.63,0.25,0.25,0.37,-1.5,-1.12,-0.88,-9.38,-2.38,-11.75,7.13,6.38,0.760014839
-2.5,-1.37,-0.75,-1,0.12,0.63,0,0,0.88,0,-2.25,0.12,1.5,0.12,1.25,-4,-0.5,0.75,-1,-1.25,1.75,1.12,-0.75,-0.37,0.63,0.12,0.63,0.12,-1.63,-0.88,-1,-9.75,-7.25,-5.13,32,6.63,0.788938273
-2.38,-1.37,-0.63,-1,0,0.5,0,0,1,-0.25,-2.25,-0.25,1.12,0,1,-8.88,-0.5,0.75,-1.12,-1.37,1.5,0.88,-1.12,0,0.63,0.25,0.63,0.12,-1.5,-0.75,-1,-4.75,-14.5,-1.37,6.25,-5.25,0.820316871
-2.5,-1.88,-0.75,-1.12,0,0.25,0,0,1.25,-0.12,-1.37,-0.12,1.25,0.25,1,5.25,-0.5,1,-1.12,-1.25,1.5,0.63,-0.88,-0.12,0.63,0.63,0.37,-0.37,-1.37,-0.75,-1,-12.75,-10.25,27.37,3.38,-10.5,0.855533045
-2.5,-1.88,-0.75,-1.12,0.12,0.5,-0.12,0.37,1,-0.37,-2.38,-0.12,1.37,0.37,0.63,-0.25,-0.25,1,-1.12,-0.75,1,0.37,-0.25,-0.12,0.5,0.88,0.12,-0.75,-1.25,-0.88,-1.12,-20.62,-3.88,7,-5.88,-10,0.895830009
-2.38,-1.75,-0.75,-1.25,0.25,0.5,-0.12,0.12,1,-0.37,-2.5,-0.25,0.25,0.12,0.63,1.12,-0.25,1,-1,-0.75,0.75,0.37,-0.5,0,1,0.75,-0.25,-0.25,-1.25,-0.88,-1,-15.38,17.37,7,-0.12,-10.63,0.940615209
-2.38,-1.75,-0.88,-1.12,0.25,0.5,0,0.25,0.88,-0.37,-2.38,-0.25,-0.12,0.12,0.5,-0.37,-0.25,0.88,-0.63,-0.88,0.75,0.63,-0.37,-0.37,1,0.5,-0.5,-0.12,-1.25,-0.88,-0.75,-4.63,25.87,-0.75,-0.25,4.63,0.986824542
-2.38,-1.37,-0.88,-1.12,0.25,0.25,0,0.25,0.75,-0.25,-2.38,-0.12,0.37,-0.25,0.75,0,-0.37,0.75,-0.63,-1,0.5,0.88,-0.5,-0.25,0.88,0,-0.5,0,-1.25,-0.63,-0.88,13.38,5.88,-15.38,-9.5,4,1.030418879
-2.38,-1.25,-0.75,-1.12,0.12,0.5,0,0,0.88,-0.25,-2.5,-0.25,1.63,-0.12,0.5,0.37,-0.37,1.12,-0.63,-1.5,0.75,0.88,-0.63,0,1,0.12,0,-0.12,-1.5,-0.37,-0.88,32.5,3.13,2,-10.5,-8.63,1.068423168
-2.5,-0.88,-0.75,-1,0.12,0.5,0,0,0.88,-0.25,-2.63,-0.37,1.75,0,0.75,-0.12,-0.5,1.25,-0.75,-1.5,1,0.88,-0.63,0.75,0.75,-0.12,0,-0.12,-1.37,-0.37,-0.88,7.75,-5.63,-16,-4.5,-10.13,1.099692411
-2.5,-1,-0.75,-1,0.37,0.5,0,0,1,-0.25,-2.63,-0.37,3,-0.37,0.88,-0.25,-0.5,1,-1.12,-1.37,1.12,0.63,-0.63,0.25,0.12,0.12,0.12,-0.12,-0.88,-0.37,-1,4.88,-10.63,-14.5,-18.25,-10.5,1.124570974
-2.38,-1.63,-0.75,-1.12,0.25,0.5,-0.25,0.12,0.88,-0.37,-2.5,-0.25,1.75,0.25,0.88,-0.12,0,0.88,-1.25,-1.37,1.12,0.75,0,0.37,0.12,0.37,0.12,-0.12,-0.88,-0.75,-1.25,-4.88,-10.38,-15.38,-20.5,-2.75,1.144341434
-2.5,-1.75,-0.75,-1.12,0.25,0.75,-0.25,0.12,1,-0.25,-2.5,0,2.13,0.12,0.63,-0.75,0,0.63,-1.25,-1.25,1,0.75,-0.25,0,0.25,0.37,0,0.12,-1,-1.12,-1.12,-10.38,-9.38,-11.63,-15.63,13.5,1.1606813
-2.38,-1.75,-0.75,-1,0.25,0.25,0,0.12,0.88,-0.25,-2.63,0.12,0.12,0,0.5,-7.13,-0.12,0.63,-1,-1.12,1,1.12,-0.12,-0.37,0.63,0.25,0,0.37,-1.25,-1.12,-1,-10.5,0.37,-47.63,-14.5,27,1.175245281
-2.38,-1.63,-0.88,-0.88,0.37,0.37,0,0,0.88,-0.12,-2.13,0.25,0.63,0,0.75,-4.5,-0.25,0.37,-1,-1.12,1,1.25,-0.37,-0.75,0.63,0.37,0,0.25,-1.5,-1.12,-0.88,0.25,4,-10.13,1.25,7.25,1.189475515
-2.38,-1.37,-0.63,-1.12,0.12,0.37,0,0,1,0,-2.38,0.25,0.63,0.37,0.88,-4.13,-0.37,0.75,-1,-1.25,1,1.12,-0.75,-0.5,0.63,0.37,0.63,0,-1.5,-0.88,-0.75,-9.75,-13,-9.13,27.12,4.88,1.204385228
-2.5,-1.63,-0.75,-1.12,0.12,0.5,-0.12,0.12,1.12,0,-2.38,-0.37,1.25,0,1.12,-3.88,-0.75,0.88,-1,-1.25,1.25,0.88,-0.75,-0.12,0.5,0,0.37,-0.12,-1.75,-0.75,-1,5.25,-10.25,1.12,6.75,-6.13,1.220538267
-2.38,-1.75,-0.63,-1,0,0.5,-0.12,0,1,-0.25,-1.37,-0.37,1.5,0.25,0.88,7.13,-0.75,0.88,-1,-1.12,1.25,0.63,-0.75,0,0.5,0.63,0.37,-0.37,-1.25,-0.75,-1,-6.25,-15.38,22.87,5.5,-10.5,1.237936735
-2.38,-2,-0.63,-1.12,0.12,0.37,-0.12,0,1.12,-0.37,-1.88,-0.12,1.12,0.63,0.75,1.37,-0.25,1,-1.12,-0.88,1.25,0.5,-0.37,-0.12,0.63,0.88,0.37,-0.63,-1.25,-0.75,-1,-20.25,-4.5,34.75,-0.75,-9.75,1.256042159
-2.38,-2.13,-0.75,-1.12,0.25,0.5,-0.12,0.12,1.12,-0.37,-2.5,-0.12,1.25,0.25,0.88,5.13,-0.37,0.88,-1.12,-0.75,1.12,0.25,-0.63,-0.12,0.88,0.88,-0.25,-0.12,-1.37,-0.88,-0.88,-9.63,7.75,7.38,-1.12,-9,1.273840016
-2.38,-1.88,-0.75,-1,0.12,0.5,0,0.25,0.88,-0.37,-2.5,-0.12,-1.63,0.25,0.37,4.63,-0.12,0.88,-0.5,-0.88,0.75,0.63,-0.37,-0.37,1.12,0.5,-0.25,-0.12,-1.25,-0.75,-0.75,-3.25,25.5,3.88,0.25,-5.25,1.289814647
-2.5,-1.37,-0.88,-1,0.12,0.5,0,0.12,0.88,-0.37,-2.38,-0.25,1.37,0.37,0.25,-0.37,-0.37,0.88,-0.5,-1.25,0.5,0.88,-0.5,-0.12,1.12,0.5,-0.37,-0.12,-1.25,-0.88,-0.88,1.25,3.63,-10,-10.63,4.63,1.30163436
-2.38,-1.12,-0.75,-1,0.12,0.5,0,0,0.63,-0.37,-2.38,-0.25,0.88,0,0.5,0.75,-0.37,0.88,-0.75,-1.37,0.75,0.5,-0.5,-0.12,1,0,0,0.12,-1.25,-0.5,-0.88,27,4.75,-0.88,-4.5,2.63,1.305687535
-2.38,-1,-0.75,-1.12,0.12,0.75,0,0,0.88,-0.25,-2.5,-0.12,1.37,-0.12,0.88,0.12,-0.37,1.37,-0.88,-1.63,0.88,0.88,-0.63,0.5,0.37,0,0.12,-0.12,-1,-0.5,-1,5.38,0.37,-14.75,-7.63,-9.88,1.297521363
-2.5,-1.88,-0.75,-1.12,0.25,0.37,-0.25,0,1,-0.5,-2.63,0,3.25,0.12,0.88,0.37,0,1,-1.37,-1,1,0.63,0.12,0.25,0.25,0.25,0.12,0,-0.88,-1,-0.88,-11,-10,-12.25,-13.63,13.13,1.27417313
-2.5,-1.63,-0.75,-1,0.25,0.25,-0.12,0.12,0.88,-0.12,-2.25,0.12,0.63,-0.12,0.88,-4.13,-0.12,0.63,-0.88,-1.5,0.88,1.25,-0.5,-0.37,0.63,0.25,0.5,0.25,-1.63,-0.88,-0.88,-10,-12.38,-10.5,32.38,9.5,1.236394201
-2.5,-1.5,-0.63,-1,0,0.37,-0.12,0,0.88,-0.12,-2,-0.12,1,-0.12,0.88,7,-0.63,0.88,-1,-1.37,1.25,0.37,-0.88,-0.12,0.5,0.75,0.37,-0.37,-1.25,-0.75,-0.88,-27.37,-15.88,42.5,-5.75,-10.5,1.18794046
-2.5,-1.88,-0.75,-1.12,0.12,0.5,-0.12,0,1,-0.63,-2.5,-0.12,-1,0,0.5,1,-0.25,0.88,-0.88,-0.88,0.75,0.37,-0.37,-0.12,1.12,0.63,-0.37,-0.12,-1.25,-1,-0.88,-9.38,25.87,-5.88,-0.37,-0.5,1.133250535
-2.38,-1.37,-0.88,-1.12,0.25,0.5,0,0.12,0.75,-0.12,-2.38,-0.12,1.12,0,0.63,0.5,-0.25,0.88,-0.75,-1.5,0.75,0.88,-0.5,0,1,-0.25,-0.12,-0.12,-1.25,-0.37,-0.88,27.37,-0.5,0.12,-4.88,-20.75,1.075947386
-2.38,-0.75,-0.75,-1,0.37,0.63,-0.12,0,0.88,-0.25,-2.63,-0.25,3.13,0,0.75,0,-0.12,1.12,-1.12,-1.5,1.12,0.88,0,0.5,0.12,0.25,0.12,-0.12,-0.75,-0.5,-1.12,-0.63,-10.75,-15,-32.13,-5.13,1.018456258
-2.5,-1.88,-0.75,-1.12,0.12,0.63,-0.25,0,1,-0.37,-2.25,0.12,0.25,0.25,1,-1.63,0,0.63,-1.12,-1,0.88,1.12,0,-0.5,0.5,0.25,0,0.25,-1,-1,-1,-10,0.12,-31.12,-9.38,20.87,0.962164576
-2.38,-1.5,-0.75,-1.12,0.25,0.37,-0.12,0,0.88,-0.25,-2.13,0.25,0.75,0,0.88,-4.38,-0.5,0.75,-0.88,-1.25,1.37,0.88,-0.75,-0.37,0.63,0.12,0.5,0.12,-1.63,-0.75,-0.88,-4.38,-9.38,-2.13,11.88,-6.38,0.907717033
-2.5,-1.75,-0.88,-1,0.12,0.5,-0.12,0,1.12,-0.12,-1.5,-0.25,1.12,0.37,0.88,5,-0.25,0.75,-1.12,-0.88,1.25,0.63,-0.75,-0.12,0.5,0.75,0.12,-0.63,-1.12,-0.75,-1,-25,-9.38,9.38,-5.38,-10,0.855279339
-2.5,-1.75,-0.75,-1.12,0.12,0.37,-0.12,0.12,1,-0.37,-2.5,-0.37,-1.75,-0.12,0.75,0,-0.12,0.88,-0.5,-1,0.75,0.75,-0.37,-0.12,1,0.37,-0.37,-0.12,-1.25,-1,-0.88,0.88,20.5,-10.88,-9.75,0.5,0.804774291
-2.38,-1,-0.75,-1,0.12,0.5,-0.12,0.12,0.75,-0.25,-2.5,-0.25,2.25,-0.12,0.88,0.12,-0.5,1.12,-0.88,-1.5,1,0.88,-0.63,0.37,0.75,-0.25,0,-0.12,-1.37,-0.37,-1,5.25,-5.38,-14.5,-0.63,-15.38,0.756053826
-2.38,-1.25,-0.75,-1.12,0.25,0.63,0,0,0.88,-0.25,-2.75,0,1.63,0,1.12,0,0.25,1,-1.37,-1.12,1.12,0.75,0,0.12,0,0.37,0.12,0,-0.88,-0.75,-1.12,-10.5,-9.5,-0.37,-20.75,-2.5,0.709031602
-2.38,-1.75,-0.75,-0.88,0.25,0.5,-0.25,0,1,-0.25,-2.38,0,0.37,0.12,0.75,-4.63,-0.12,0.75,-1,-1.12,1.12,1.75,-0.37,-0.5,0.63,0.25,-0.12,0.5,-1.5,-1.12,-1,-9.25,0.12,-20.25,7.88,7,0.663748032
-2.38,-1.5,-0.75,-0.75,0.12,0.37,0,0,1,-0.25,-2.38,0.12,1.37,0.25,1,-4.25,-0.63,0.88,-1,-1.25,1.37,1,-1,-0.12,0.63,0.12,0.63,-0.25,-1.75,-0.75,-1,-4.5,-9.63,13.75,18.25,-10,0.620375577
-2.5,-2,-0.75,-1.12,0.12,0.5,-0.12,0.25,1,-0.37,-2.63,-0.12,1.25,0.37,1,5.5,-0.25,0.88,-1.12,-1,1.12,0.25,-0.5,-0.12,0.5,0.75,-0.12,-0.37,-1,-0.75,-0.88,-9.5,12.5,7.25,-10.63,-9.63,0.579201508
-2.38,-1.5,-0.88,-1,0.25,0.5,0,0.25,0.88,-0.37,-2.25,-0.25,0.5,0.63,0.37,0.12,-0.25,0.75,-0.75,-1.12,0.5,0.75,-0.63,-0.25,1.25,0.25,-0.5,0,-1.37,-0.75,-0.75,13,6.75,-14,-5,-4.63,0.54064281
-2.38,-1,-0.75,-1,0.12,0.37,0,0.12,0.88,-0.25,-2.38,-0.25,1.25,-0.12,0.75,0.12,-0.37,1.25,-0.88,-1.63,1.12,0.75,-0.63,0.25,0.37,-0.25,0,-0.12,-1,-0.63,-1,6.5,-0.37,-15.13,-15.63,-15.25,0.50532953
-2.5,-1.88,-0.88,-1.12,0.25,0.75,-0.12,0,0.75,-0.37,-2.5,0,2.13,0,0.88,-0.12,0,1.12,-1.5,-1.25,1,1,0,0,0.37,0.37,0,0.25,-1,-1,-1,-9.63,-9.38,-17.87,-10.38,26.62,0.474242594
-2.38,-1.63,-0.75,-0.88,0.25,0.5,-0.12,0.12,0.88,0,-2.13,0,0.37,0.25,0.75,-4.38,-0.37,0.37,-1,-1.12,1,1.37,-0.37,-0.63,0.75,0.25,0.5,0.12,-1.63,-1,-1,-10.38,-2.63,-9.5,26,3.5,0.448861641
-2.38,-1.63,-0.88,-1,0,0.37,-0.12,0,1.12,-0.25,-2.38,-0.25,1.12,0,1.12,1.25,-0.63,0.88,-0.88,-1.12,1.5,0.88,-1.12,0,0.63,0.5,0.37,-0.37,-1.5,-0.75,-1,-22.87,-5.25,12.38,4.5,-10.63,0.431320459
-2.5,-1.88,-0.75,-1.12,0.12,0.5,-0.12,0.12,1,-0.37,-2.5,0,1.12,0.25,0.75,1.12,-0.37,0.88,-1,-0.88,0.88,0.25,-0.25,-0.12,1.12,0.63,-0.25,-0.12,-1.12,-0.75,-0.75,-9.63,26.62,4.88,-15.13,-9.75,0.42454786
-2.38,-1.5,-0.75,-1.12,0.25,0.37,0,0.12,0.75,-0.25,-2.5,-0.12,1,0.25,0.75,0.12,-0.25,0.75,-0.63,-1.25,0.63,0.75,-0.5,0.12,0.75,-0.12,0,-0.12,-1.37,-0.37,-0.75,31.75,-0.5,-14.63,-5.5,-17.12,0.432146481
-2.38,-0.75,-0.75,-1.12,0,0.63,0,0,1,-0.37,-2.5,-0.37,3.63,-0.25,0.5,-0.37,-0.37,1.12,-1.12,-1.25,1.12,0.63,-0.37,0.37,0.25,0.12,0.12,-0.12,-0.75,-0.63,-1.12,-5.5,-9.88,-15.25,-36.75,-2.75,0.45752507
-2.5,-1.75,-0.75,-1.12,0.37,0.5,-0.25,0.12,0.88,-0.25,-2.5,0,2.13,0.12,0.75,-1.5,-0.12,0.75,-1.25,-1.12,1,0.88,0,-0.25,0.75,0.37,0,0.37,-1.12,-1.12,-1,0.12,-0.25,-22.25,-4.25,12.75,0.502067039
-2.5,-1.63,-0.88,-1.12,0.25,0.37,0,0.12,1,0,-2.25,0.12,0.37,0,0.75,-4.13,-0.37,0.63,-0.88,-1.12,1.37,1,-0.88,-0.25,0.75,0.25,0.63,0,-1.5,-0.75,-1,-4.38,-15.63,-4,21,-0.5,0.563293002
-2.5,-1.63,-0.75,-1,0.12,0.5,-0.12,0,1.37,-0.12,-1.37,-0.25,1,0,0.75,6.63,-0.63,1.12,-1,-0.88,1.37,0.37,-0.63,0,0.5,0.88,0.25,-0.5,-1.37,-0.75,-1,-29.12,-8.13,26.75,-0.63,-9.88,0.634900061
-2.5,-1.88,-0.88,-1.12,0.12,0.5,-0.12,0.12,1.12,-0.37,-2.38,-0.25,-1,0,0.88,5.13,-0.25,0.88,-0.63,-0.88,0.75,0.75,-0.25,-0.12,1.12,0.5,-0.37,-0.12,-1.25,-0.88,-0.88,-4.13,25.62,-5.88,-9.5,1,0.709072377
-2.38,-1.12,-0.75,-1.12,0.25,0.37,0,0.12,0.75,-0.25,-2.5,-0.12,1.12,0,0.63,0,-0.37,1.25,-0.88,-1.37,0.75,0.63,-0.63,0.25,0.88,-0.25,-0.12,0,-1.37,-0.37,-1,14.75,-0.37,1.25,-4.38,-9.88,0.779094902
-2.5,-1.12,-0.88,-1.12,0.25,0.63,-0.12,0,0.88,-0.25,-2.5,-0.25,2.88,0,1,-0.25,-0.12,1,-1,-1.25,1,0.63,-0.25,0.37,0,0.37,0,-0.12,-0.88,-0.75,-1,-0.37,-10.13,-9.75,-26.12,-4.63,0.840573684
-2.38,-1.75,-0.75,-1.12,0.25,0.5,-0.25,0,1,-0.37,-2.38,0.12,0.75,0.25,0.75,-6.25,0,0.63,-1,-1.12,1,1.37,0,-0.37,0.75,0.25,0,0.37,-1.12,-1.12,-1,-9.38,0.63,-21.62,-4,5,0.891330562
-2.5,-1.5,-0.75,-1,0,0.37,0,0,0.75,-0.25,-2.13,0.37,0.88,-0.12,1,-9.13,-0.37,1,-0.88,-1.25,1.5,1,-0.63,0,0.63,0.25,0.5,0.12,-1.5,-0.75,-0.88,-4.38,-14.5,-4.75,9.88,-5.75,0.930774716
-2.38,-1.88,-0.75,-1.12,0.12,0.63,-0.25,0,1,-0.25,-1.25,-0.25,1.12,0.25,1,6.13,-0.5,1,-1.12,-0.75,1.5,0.63,-0.63,-0.12,0.5,0.88,0.25,-0.63,-1.37,-0.88,-1,-15.5,-4.5,11.63,-6.13,-10.5,0.959284191
-2.5,-1.63,-0.75,-1.12,0.12,0.5,-0.12,0.12,1,-0.37,-2.38,-0.12,0.5,0.25,0.63,4,-0.25,1,-0.63,-0.88,0.88,0.88,-0.63,-0.25,1,0.5,-0.63,0,-1.25,-0.88,-0.75,1.12,10.25,-11.63,-9.75,5.75,0.977766412
-2.38,-1.12,-0.75,-1,0,0.5,0,0.12,0.75,-0.25,-2.38,-0.37,1.5,-0.12,0.75,0,-0.37,1.25,-0.75,-1.5,1,1,-0.63,0.37,0.75,-0.37,0,0,-1.37,-0.25,-0.88,7.88,-5.75,-15.25,-4.88,-14.5,0.987398488
-2.5,-1.37,-0.75,-1.12,0,0.5,-0.12,-0.12,0.88,-0.37,-2.5,0,2.13,0,0.63,0,0.12,1.12,-1.37,-1.25,1.12,0.75,0,0,0,0.37,0,-0.12,-0.88,-0.63,-1.12,-5.75,-10.13,-5.63,-20.5,2.13,0.989507707
-2.5,-1.75,-0.75,-1,0.5,0.37,-0.12,0,0.88,-0.12,-2.25,0.12,0.12,0.25,0.75,-5.5,-0.25,0.63,-1.12,-1.25,0.88,1.25,-0.37,-0.37,0.75,0.37,0,0.5,-1.12,-1.12,-1,-10.63,-0.25,-11.38,2,7.5,0.985551992
-2.38,-1.5,-0.63,-1,0.12,0.37,-0.12,0,1.12,0,-2.25,-0.12,1,0,1.12,-2.5,-0.5,1,-0.88,-1.12,1.5,1.12,-0.63,-0.25,0.63,0.37,0.5,0,-1.63,-0.75,-1,-4.88,-18.37,7.38,7.13,-11.13,0.97716564
-2.5,-2.25,-0.63,-1.12,-0.12,0.5,-0.25,0.25,1.25,-0.25,-2,-0.12,1.75,0.25,1,4,-0.25,0.75,-1,-0.63,1.12,0.25,-0.5,-0.12,0.63,0.63,-0.12,-0.37,-1.37,-0.75,-1,-8.13,2.13,6,0,-9.75,0.966248891
-2.38,-1.88,-0.75,-1.12,0.12,0.5,-0.12,0,0.88,-0.25,-2.38,-0.25,1.25,0.12,0.5,-0.75,-0.25,0.88,-0.63,-1,0.63,0.75,-0.63,-0.12,1.12,0.12,-0.37,-0.12,-1.5,-0.75,-0.88,12.75,6.13,-15.5,-10.5,2.88,0.955084935
-2.38,-1,-0.75,-1.12,0.12,0.63,0,-0.12,0.88,-0.25,-2.63,-0.37,1.75,0,0.88,0,-0.5,1.5,-0.75,-1.37,1,0.88,-0.63,0.5,0.37,-0.12,0.12,-0.12,-1.37,-0.5,-1,6.38,-10.38,-0.37,-7.13,-21.12,0.946426266
